recipeid,env_score,nutri_score,meal_score
1591,139.7555860058979,27.98104002364921,40.0
1592,313.84884988768897,65.07551768803668,40.0
1594,83.75900814091627,18.4366600264878,40.0
1595,154.81254412325916,36.27210848408991,50.0
1612,49.31600497096774,42.41492439342541,45.0
1627,28.818532203240075,21.67882415697543,40.0
1638,36.80053839029851,50.47270226625302,35.0
1662,23.228938668942188,12.776817089642996,65.0
1712,56.308233551385825,31.449606999512778,30.0
1713,47.76197064759565,25.14762185352258,45.0
1721,25.508193097903863,34.675937765411646,25.0
1722,22.527924321097093,17.440129685740505,40.0
1760,186.2523981811499,53.92332651829814,60.0
1771,237.06085511054738,60.57369291507337,75.0
1778,182.40312785804662,49.10913301449598,55.0
1823,20.892320175048205,9.5029498466387,45.0
1825,6.609865358551705,8.095576348364538,35.0
1878,4.762546434598512,4.203021662125337,30.0
1881,41.907518894113096,21.47288701783056,45.0
1883,58.3886811669938,37.00955523302295,40.0
1888,47.69735415596797,24.835850975875488,30.0
1889,39.92684634175869,37.15463054788663,45.0
1902,16.14867209051485,10.919931763448249,45.0
1904,40.908222659273115,38.09388220222685,45.0
1940,55.12674043462363,22.645194749601696,40.0
1944,20.829476322754818,13.07459186058545,25.0
1947,156.5771686431158,31.484310442875582,60.0
1975,10.516309068693282,5.900654181230705,35.0
2019,4.358646083844835,3.9378538215472383,55.0
2029,12.71541797973672,18.024092627064142,45.0
2045,115.65240749958383,36.401272465379606,65.0
2047,77.84738306385873,16.15897361634145,50.0
2056,22.840988556899532,14.868457441280526,45.0
2078,32.406574685066914,20.32461766736415,50.0
2080,9.272175489934817,9.922929155313348,20.0
2086,28.954200838543116,22.12900202833419,30.0
2087,14.63798237209641,19.14945973996092,35.0
2100,14.626093497530034,14.126696756347004,45.0
2104,27.78737780706636,28.08931655743061,40.0
2118,54.27402240130645,35.7619970118625,35.0
2123,27.21087765205332,21.973764388836948,45.0
2130,42.69920727860915,19.6093098000877,50.0
2131,21.42068595780601,7.3352804879983555,55.0
2175,14.351918997339647,17.214604787236667,25.0
2189,32.57062479682109,32.62345541775801,30.0
2202,23.858688748533602,21.67761786205668,40.0
2209,40.45034581280656,34.2521322786886,45.0
2235,163.99190525278775,36.67709616570384,45.0
2255,66.26925121650291,26.54180033668692,75.0
2264,10.495246881740467,9.830834214228188,50.0
2266,95.82218444965994,29.23583083188271,30.0
2267,25.453198392070917,24.52256758964175,20.0
2306,60.931318729226035,34.64664499523741,70.0
2309,52.7780882039462,14.683714699127009,50.0
2328,47.73471667884314,32.00404916712819,45.0
2366,77.82398342471299,53.8853294082915,60.0
2373,107.40122521180051,38.70131172057398,35.0
2420,36.389776408534864,14.025545759265656,40.0
2441,48.866167797232485,38.03786683832793,60.0
2450,34.349338936057144,25.43302652489993,25.0
2461,20.64809679342698,12.746367008206608,40.0
2484,15.396691638456282,14.932972189556564,45.0
2515,11.070695457201738,7.01026844315817,50.0
2518,31.856198808029703,38.20583457896615,20.0
2519,12.167458391121547,10.272373404235696,45.0
2520,7.8332333769369535,15.056454296068871,45.0
2524,15.750340213262735,9.62347971683158,45.0
2533,303.5988129480738,59.75915744691798,40.0
2538,9.054427532501908,7.11314727272728,50.0
2539,25.514836795776148,27.33140823862695,30.0
2542,63.972383652554306,28.299973634968133,55.0
2543,59.26616834615928,37.17616888112676,50.0
2546,59.57226299357965,46.86695385369695,30.0
2549,21.421067909712512,23.445911503303403,40.0
2550,65.55984706623303,32.72560590556742,45.0
2551,67.09159354764721,32.62142560805849,50.0
2553,55.51754216892095,26.634187938088008,40.0
2554,18.97812499862329,24.66147441891864,30.0
2558,29.98302256708621,43.116536848025525,30.0
2561,29.2763850533595,31.7042537878788,30.0
2566,20.954838628696,9.948957293005758,55.0
2577,95.24438524309957,28.62130743550764,70.0
2581,32.27222693985317,28.32686977311296,50.0
2583,55.200839053210075,37.0817560232083,35.0
2601,46.28009596800861,35.40932637955805,70.0
2604,258.3420329125253,29.65907326167764,55.0
2605,141.95858219297384,25.72375932378572,55.0
2607,104.41003103387327,34.97518421021368,45.0
2614,25.772301145365915,26.546523940337234,60.0
2619,47.751078895719026,21.649300676089617,90.0
2626,230.23906571483153,41.75304926691853,55.0
2636,38.79165511677527,15.56132369572117,40.0
2641,5.2379847790457,7.324445188397847,30.0
2642,0.7018879023535066,0.6194270435967297,30.0
2644,22.59573365157585,18.745476439806787,55.0
2648,296.1642879443965,59.95604243032309,45.0
2652,71.5962732522411,42.80231108577048,40.0
2661,17.809496146620333,15.653031739979289,55.0
2667,147.99433021633683,60.90744299809807,55.0
2669,29.60399283803322,24.22325110208325,45.0
2670,25.001052946605384,19.57878577998411,55.0
2671,46.38804234460037,17.505079512840908,60.0
2673,33.85872666380266,25.31677335611224,55.0
2678,21.540134699838998,12.35838022017769,30.0
2679,12.839253179337593,12.805460627269731,45.0
2685,45.94803170638896,12.872415335967712,55.0
2700,47.00874847835307,16.754734298208604,65.0
2703,210.46398171366997,32.57346367925291,65.0
2704,31.914204124570073,21.2131937363895,55.0
2705,27.051025265121428,19.00664743142981,75.0
2707,54.375076027965946,36.465322913549706,45.0
2709,8.601834588409877,7.019416249255176,55.0
2716,58.48105926160476,39.03188779449307,65.0
2717,56.83680755334373,50.99702701350276,45.0
2723,46.75999595838534,39.44584087053877,60.0
2724,20.011444390523568,9.98705191186465,65.0
2726,9.373560837109093,8.671332081872004,55.0
2728,14.9019048472116,8.367406669024161,30.0
2730,75.3958528347348,34.73514604183988,30.0
2734,78.90032209126727,3.997076840476889,30.0
2735,154.87143656596086,40.3662993812658,35.0
2741,285.4450735781979,43.46128687874423,35.0
2748,19.356011595221833,7.492474579371583,50.0
2760,40.72472055440802,25.73520717905594,60.0
2771,87.41518838263688,27.524753883540967,35.0
2775,33.018978141488944,20.86034779231088,40.0
2780,26.515769251798574,16.14397165930221,50.0
2781,59.15461704964106,37.75194052855578,50.0
2793,21.610626892861436,11.64923999596374,55.0
2797,23.76447956549756,13.979314459077202,70.0
2804,20.44453013818149,21.859278086057707,35.0
2808,16.867157535226916,11.14439279800738,30.0
2814,181.04563880391672,32.04614013881215,30.0
2818,52.264576588872785,18.962276713909024,45.0
2819,20.698802974274514,18.798288555910705,30.0
2822,378.58106897786945,62.79874001096847,75.0
2824,42.769426312938364,69.08391843971634,20.0
2826,70.20312623370916,15.28449217021956,45.0
2832,50.732478098538074,60.47757576357631,40.0
2841,190.96220028449312,56.86706208903589,25.0
2842,22.449042781021912,15.301634287345776,50.0
2849,59.85814174834782,33.69756751321866,30.0
2864,275.93694929652105,40.24951253867193,65.0
2865,19.0692122673672,30.872611803131505,35.0
2866,24.656501349332313,39.24421354906769,35.0
2867,30.683921446698434,41.38308406683379,45.0
2874,73.14287917380187,16.352142008512242,60.0
2875,51.22461089759917,14.688641747686791,45.0
2877,244.0883894627117,63.32887285527718,65.0
2881,34.121334284400085,30.017190134636937,50.0
2885,43.14441132544204,32.61110726129071,45.0
2886,31.092377346795796,26.277991934687048,45.0
2887,13.445776285292975,15.068628500240196,30.0
2890,43.6764264106323,32.12569115199884,45.0
2891,55.9712559317483,30.99740751721429,80.0
2892,30.83750229827988,14.055836561520447,65.0
2893,26.168224896947493,15.783776459934607,70.0
2894,46.620321733794924,26.6276753835834,50.0
2897,21.422196617293174,20.87223317811166,35.0
2898,11.000330041521602,11.239257538018135,50.0
2903,57.37918085031872,22.128218155225905,45.0
2904,51.54402017083231,16.608355345863256,55.0
2913,14.453257806974865,8.881573318644364,60.0
2920,56.268767415241385,19.96113652109636,50.0
2926,25.71828788005556,17.75462658719119,35.0
2928,34.27064576126107,29.828927287624985,45.0
2937,219.68362686255648,51.80431171590046,50.0
2939,83.48089059393303,24.86813300465037,30.0
2942,20.74049283309143,58.92335737591448,30.0
2943,43.344541079790744,40.18243138692462,45.0
2945,18.17519592498892,16.127925470513144,40.0
2948,45.39775584208628,32.22825323994362,30.0
2950,74.98501818285972,25.890463026166582,45.0
2958,38.65749249075215,21.2502987722002,60.0
2966,25.53592898999759,16.78693570819878,55.0
2976,11.990071020871856,10.581425068119884,30.0
2982,48.95748034328083,30.602883424322805,60.0
2983,247.76901436310285,51.384924262313625,60.0
2984,104.79493033924317,43.86047716871696,70.0
2989,59.16703919758111,27.25596495033095,65.0
2995,148.61183775585584,34.89254124611773,40.0
2996,23.439564043888414,11.278178053375992,45.0
3006,20.890753721916607,15.334868535478188,20.0
3008,52.48420854380929,35.64737488090254,35.0
3012,64.79927733293957,44.371924502534846,35.0
3019,63.96442090580528,25.122518161455098,55.0
3020,69.17750035674374,34.03938608366228,50.0
3024,58.46820077078562,21.33009106607588,50.0
3028,141.2407873335595,72.21322423573116,65.0
3029,70.68285232366509,47.03690454141519,40.0
3030,18.881292553105574,12.428404287194926,35.0
3031,19.17616992202203,12.894425963923016,35.0
3032,101.95390536752663,30.88780680386285,65.0
3034,14.716600190894198,8.01921317418214,40.0
3043,11.118749570519789,5.518883217089302,55.0
3054,39.00181054933992,19.298552413291155,45.0
3055,196.48176611716457,19.157471218775,65.0
3056,38.108378434558084,23.48977248562368,80.0
3058,282.0650214889754,34.05163738592458,35.0
3060,57.10786596705489,36.13680916352155,45.0
3062,282.6302018824916,37.41877261014983,60.0
3064,16.31286757739214,15.302177104792856,35.0
3065,46.54421227246891,12.092890521946796,45.0
3066,65.49436759017571,30.914966713081533,45.0
3082,16.769895488307586,6.301885089243889,40.0
3083,63.747228206396045,40.13756687448024,70.0
3089,54.618359363351715,21.061696976670568,45.0
3090,22.66106769212904,6.652883957223887,30.0
3095,11.95893467626437,6.762894871794872,30.0
3098,28.674718244087202,9.985948820687089,75.0
3104,10.825257833782215,9.037713700767895,45.0
3107,279.9357558125786,55.000406643652106,60.0
3120,131.16170376533995,66.79646226212635,50.0
3126,305.83539481069647,57.95612260817645,20.0
3127,239.1600874362518,59.29441245380176,50.0
3132,291.7116352156036,37.8555167171639,55.0
3138,71.15801386017675,14.588498059901324,35.0
3154,5.16973422764517,4.562371253405991,30.0
3159,70.97339065309183,29.40090848616519,45.0
3166,112.60202939004881,37.120121486040674,70.0
3167,276.17174104220743,51.858701409184576,35.0
3168,125.60581649935739,24.822431459782667,50.0
3173,204.9256856541178,63.79039600458316,80.0
3178,67.60741342610345,32.20265539133922,45.0
3180,56.159167324543816,33.081784436894445,50.0
3181,39.962021377822865,27.508878277088414,70.0
3182,57.69341815905615,32.02229862372752,80.0
3184,15.995259709517322,10.243854199975388,40.0
3186,36.24788062000178,22.496116959472413,60.0
3190,13.64092528770545,10.072572142042617,50.0
3194,14.644737800988004,13.7260903777619,30.0
3195,44.57796861874114,35.770802005172584,35.0
3200,41.88893751297742,29.0132248604948,55.0
3202,39.835103129637176,34.68304388452437,45.0
3203,37.8651750284451,38.55929688738277,25.0
3213,40.79012221864798,25.51147178977503,35.0
3215,54.8581432940035,29.45400247495169,45.0
3226,36.10891583257518,48.84131006793725,25.0
3227,287.7961718089425,54.51617797546713,65.0
3240,255.49957934879205,19.043023014885968,35.0
3241,7.350111335341299,6.6944453787439295,65.0
3249,9.231457829301908,7.863028027710658,45.0
3263,23.261040985298724,17.953024589478513,30.0
3270,238.065759321268,13.53818891499908,20.0
3281,12.6652822741183,10.551107609212556,60.0
3284,84.97375665176946,19.472449585444835,30.0
3285,189.95733624565926,66.08303270616788,55.0
3288,131.88038120937372,36.76268392804627,60.0
3290,54.019755677331275,28.70682663236472,45.0
3293,149.59486764712477,61.024292944778345,65.0
3295,80.18098934775443,20.693133449169228,55.0
3303,50.04571459152212,26.45125369542845,45.0
3308,54.103884346980706,27.787100450637283,40.0
3311,25.22826943664589,13.17536975991664,40.0
3312,19.195071528452353,11.28479892770194,55.0
3317,253.33188294726614,28.6936055818743,30.0
3323,247.58090601670028,26.084109579635683,20.0
3331,28.688381143163284,27.431201769786025,20.0
3334,40.551660334942135,28.50605680841183,45.0
3336,63.018899953326866,65.86025732197739,10.0
3337,36.70510196525619,27.92112880481612,30.0
3339,64.13277504071829,43.65170632525033,45.0
3346,46.7930529266813,36.16207494716548,35.0
3351,32.18681836055778,26.930541098067504,55.0
3354,53.43360880730827,22.081606527080915,45.0
3356,32.79273214873801,21.962320448893774,40.0
3357,273.94653698078974,38.65087069337076,55.0
3364,42.54385909241496,26.34278338937987,60.0
3373,33.94672512049669,16.67172775893462,40.0
3379,41.478277474356304,45.36977768955404,45.0
3380,61.64300899383356,37.6494892623753,50.0
3383,10.88030645908227,9.909079839914272,30.0
3388,20.085716446664314,16.515713620433896,45.0
3389,20.183844609431777,12.425054075117153,45.0
3392,14.843384829964215,5.674443388430166,70.0
3393,36.55453257410913,15.13790785775386,30.0
3395,164.72962894890242,52.797977057527135,70.0
3398,27.19397878602006,18.81119063931298,20.0
3400,13.726375053534358,8.928212253518844,50.0
3403,48.44145200700057,11.685253066347167,35.0
3409,46.18595735355541,15.55982811521056,50.0
3416,71.77266387585826,18.824947309396947,35.0
3418,116.3926443720854,54.88880998392376,60.0
3420,43.43073681963978,28.94680038931587,60.0
3423,71.17134889421791,41.21000519153995,30.0
3426,29.28410055530287,32.882102183516565,30.0
3429,84.32395569100117,39.22231681128903,50.0
3430,36.011240725972144,14.078230888572518,40.0
3431,19.55026278314649,11.25546188719549,75.0
3434,216.01329765666378,45.74519619286555,50.0
3435,3.9201866582234883,2.6669082014096865,30.0
3440,44.66694848553972,45.26166775619373,50.0
3442,59.83078364864746,44.4124378898258,60.0
3443,149.83717422341473,34.66912907396493,55.0
3445,51.84044809748602,28.9972332815568,60.0
3447,111.78916462376658,39.47324309493584,40.0
3449,27.799081703661837,20.37225355110197,50.0
3452,55.622522471712784,46.20689489150914,50.0
3456,97.80336505041507,32.71474763338972,30.0
3457,29.179096954189358,13.03050396524825,55.0
3463,78.15630575010604,21.735443622903908,55.0
3467,16.500912414501425,15.463336330608536,30.0
3472,87.62417368743151,31.75715662817961,55.0
3473,60.51942462950791,54.47584874875463,20.0
3474,8.895441713503384,10.866600902488887,35.0
3482,7.3824151379436795,6.836353998957931,60.0
3483,81.28152926301578,48.16218159895495,65.0
3490,15.059979196850167,6.553012379209159,40.0
3495,36.285879891181516,29.331616793729644,35.0
3500,45.40449348765979,12.476028348128024,45.0
3501,59.4829555474506,24.85637119404386,50.0
3502,27.086393776135036,22.07333771117167,45.0
3503,20.957627909859184,16.89345956403271,45.0
3504,15.366122315637543,17.33812344044089,45.0
3506,94.20355386166233,31.41915772736788,75.0
3507,13.984740870452452,14.352720363139646,55.0
3512,11.500724520420118,14.391125290878922,35.0
3513,16.448865442832165,12.73010102365196,40.0
3514,169.09225137570493,47.92202878343596,60.0
3515,380.74886820221013,53.02711487181806,30.0
3516,293.03723182645786,66.32613999003176,60.0
3519,55.63778465417339,33.035248577956686,55.0
3522,150.63413211942617,58.66921572982569,60.0
3524,22.36464071602589,25.336009555008907,30.0
3525,128.928199821561,66.41880733534151,45.0
3528,10.190309106392029,16.437232009891826,60.0
3530,33.65995236091454,26.97065377081937,35.0
3531,14.971618099670508,12.311335204073863,45.0
3532,241.48409843583903,15.658661516711724,45.0
3533,251.4536428732007,21.880130552176603,40.0
3541,69.32810507814952,24.9272344083718,60.0
3542,41.88752092095971,17.059504727550923,40.0
3545,267.64735706305225,34.351206010160595,40.0
3547,100.31420529116575,25.003117557701344,45.0
